input,label
"I am a 19-year-old male with a height of 167 cm and a weight of 68 kg. My primary goal is weight loss, and I aim to reach a target weight of 63 kg. I am a intermediate at the gym. ",user_profile
"I am a 58-year-old male with a height of 192 cm and a weight of 68 kg. My primary goal is endurance, and I aim to reach a target weight of 55 kg. I am a beginner at the gym. ",user_profile
Did a bodyweight circuit at home in the afternoon.,store_log
"I am a 44-year-old male with a height of 162 cm and a weight of 54 kg. My primary goal is health maintenance, and I aim to reach a target weight of 69 kg. I am a intermediate at the gym. ",user_profile
Had stuffed bell peppers with a side of quinoa for dinner.,store_log
Had greek yogurt with honey and granola for breakfast.,store_log
"I am a 37-year-old male with a height of 170 cm and a weight of 88 kg. My primary goal is health maintenance, and I aim to reach a target weight of 58 kg. I am a intermediate at the gym. ",user_profile
"I am a 33-year-old female with a height of 180 cm and a weight of 80 kg. My primary goal is health maintenance, and I aim to reach a target weight of 56 kg. I am a beginner at the gym. ",user_profile
Had a chicken wrap and a side of fruit for lunch.,store_log
How can I increase my running endurance?,ask_advice
Walked the dog for 40 minutes after lunch.,store_log
How can I prioritize self-care and establish boundaries to prevent burnout in my personal and professional life?,ask_advice
"I am a 36-year-old male with a height of 192 cm and a weight of 67 kg. My primary goal is muscle gain, and I aim to reach a target weight of 72 kg. I am a intermediate at the gym. ",user_profile
"I am a 44-year-old female with a height of 194 cm and a weight of 55 kg. My primary goal is weight loss, and I aim to reach a target weight of 50 kg. I am a advanced at the gym. ",user_profile
Tried a new 30-minute core workout around noon.,store_log
"I am a 54-year-old female with a height of 151 cm and a weight of 62 kg. My primary goal is weight loss, and I aim to reach a target weight of 57 kg. I am a beginner at the gym. ",user_profile
"I am a 55-year-old female with a height of 197 cm and a weight of 93 kg. My primary goal is endurance, and I aim to reach a target weight of 53 kg. I am a advanced at the gym. ",user_profile
Did a 20-minute hiit workout this morning.,store_log
Had a boiled egg and a piece of dark chocolate for snack.,store_log
Cycled 12 miles after work after lunch.,store_log
"I am a 21-year-old male with a height of 180 cm and a weight of 55 kg. My primary goal is endurance, and I aim to reach a target weight of 45 kg. I am a beginner at the gym. ",user_profile
Had a quinoa bowl with roasted vegetables for lunch.,store_log
"I am a 32-year-old female with a height of 185 cm and a weight of 53 kg. My primary goal is endurance, and I aim to reach a target weight of 57 kg. I am a advanced at the gym. ",user_profile
Had stuffed bell peppers with a side of quinoa for dinner.,store_log
Did a 20-minute hiit workout before bed.,store_log
Had scrambled eggs with toast and black coffee for breakfast.,store_log
"I am a 26-year-old female with a height of 182 cm and a weight of 75 kg. My primary goal is health maintenance, and I aim to reach a target weight of 68 kg. I am a advanced at the gym. ",user_profile
"I am a 39-year-old female with a height of 166 cm and a weight of 81 kg. My primary goal is endurance, and I aim to reach a target weight of 90 kg. I am a beginner at the gym. ",user_profile
Swam 20 laps at the gym this morning.,store_log
Had a chicken wrap and a side of fruit for lunch.,store_log
"I am a 34-year-old male with a height of 169 cm and a weight of 85 kg. My primary goal is endurance, and I aim to reach a target weight of 92 kg. I am a intermediate at the gym. ",user_profile
Had a boiled egg and a piece of dark chocolate for snack.,store_log
"I am a 36-year-old male with a height of 158 cm and a weight of 98 kg. My primary goal is muscle gain, and I aim to reach a target weight of 103 kg. I am a beginner at the gym. ",user_profile
Had grilled chicken with quinoa and steamed broccoli for lunch.,store_log
"Had a green smoothie with spinach, banana, and protein powder for breakfast.",store_log
Had a boiled egg and a piece of dark chocolate for snack.,store_log
Had a banana and a handful of almonds for snack.,store_log
"I am a 31-year-old female with a height of 191 cm and a weight of 100 kg. My primary goal is health maintenance, and I aim to reach a target weight of 85 kg. I am a advanced at the gym. ",user_profile
"I am a 21-year-old male with a height of 169 cm and a weight of 95 kg. My primary goal is muscle gain, and I aim to reach a target weight of 100 kg. I am a beginner at the gym. ",user_profile
Had stuffed bell peppers with a side of quinoa for dinner.,store_log
"I am a 48-year-old female with a height of 156 cm and a weight of 50 kg. My primary goal is muscle gain, and I aim to reach a target weight of 55 kg. I am a intermediate at the gym. ",user_profile
Had overnight oats with blueberries and chia seeds for breakfast.,store_log
"I am a 58-year-old male with a height of 164 cm and a weight of 88 kg. My primary goal is health maintenance, and I aim to reach a target weight of 92 kg. I am a intermediate at the gym. ",user_profile
"I am a 39-year-old female with a height of 153 cm and a weight of 71 kg. My primary goal is health maintenance, and I aim to reach a target weight of 83 kg. I am a beginner at the gym. ",user_profile
"I am a 25-year-old female with a height of 199 cm and a weight of 51 kg. My primary goal is health maintenance, and I aim to reach a target weight of 67 kg. I am a advanced at the gym. ",user_profile
"I am a 54-year-old male with a height of 189 cm and a weight of 63 kg. My primary goal is health maintenance, and I aim to reach a target weight of 93 kg. I am a intermediate at the gym. ",user_profile
How can I maintain a healthy and balanced social life while still prioritizing my well-being?,ask_advice
Took a 30-minute yoga class this morning.,store_log
"I am a 25-year-old female with a height of 199 cm and a weight of 51 kg. My primary goal is health maintenance, and I aim to reach a target weight of 67 kg. I am a advanced at the gym. ",user_profile
Had grilled steak with mashed potatoes and steamed carrots for dinner.,store_log
Had tuna salad with mixed greens and balsamic dressing for lunch.,store_log
"I am a 54-year-old female with a height of 200 cm and a weight of 55 kg. My primary goal is weight loss, and I aim to reach a target weight of 50 kg. I am a advanced at the gym. ",user_profile
"I am a 31-year-old male with a height of 169 cm and a weight of 57 kg. My primary goal is muscle gain, and I aim to reach a target weight of 62 kg. I am a beginner at the gym. ",user_profile
"I am a 21-year-old female with a height of 188 cm and a weight of 89 kg. My primary goal is health maintenance, and I aim to reach a target weight of 69 kg. I am a advanced at the gym. ",user_profile
"I am a 42-year-old male with a height of 161 cm and a weight of 61 kg. My primary goal is endurance, and I aim to reach a target weight of 77 kg. I am a advanced at the gym. ",user_profile
"I am a 33-year-old female with a height of 193 cm and a weight of 66 kg. My primary goal is muscle gain, and I aim to reach a target weight of 71 kg. I am a advanced at the gym. ",user_profile
Had a banana and a handful of almonds for snack.,store_log
Had scrambled eggs with toast and black coffee for breakfast.,store_log
"I am a 58-year-old female with a height of 164 cm and a weight of 97 kg. My primary goal is muscle gain, and I aim to reach a target weight of 102 kg. I am a advanced at the gym. ",user_profile
"I am a 41-year-old female with a height of 200 cm and a weight of 76 kg. My primary goal is weight loss, and I aim to reach a target weight of 71 kg. I am a advanced at the gym. ",user_profile
Had avocado toast with a poached egg for breakfast.,store_log
"I am a 45-year-old male with a height of 171 cm and a weight of 74 kg. My primary goal is muscle gain, and I aim to reach a target weight of 79 kg. I am a beginner at the gym. ",user_profile
"I am a 36-year-old male with a height of 158 cm and a weight of 98 kg. My primary goal is muscle gain, and I aim to reach a target weight of 103 kg. I am a beginner at the gym. ",user_profile
Had a boiled egg and a piece of dark chocolate for snack.,store_log
Had scrambled eggs with toast and black coffee for breakfast.,store_log
Had overnight oats with blueberries and chia seeds for breakfast.,store_log
"I am a 42-year-old female with a height of 187 cm and a weight of 95 kg. My primary goal is muscle gain, and I aim to reach a target weight of 100 kg. I am a intermediate at the gym. ",user_profile
Cycled 12 miles after work right after waking up.,store_log
"I am a 41-year-old female with a height of 166 cm and a weight of 50 kg. My primary goal is health maintenance, and I aim to reach a target weight of 72 kg. I am a beginner at the gym. ",user_profile
"I am a 38-year-old male with a height of 186 cm and a weight of 97 kg. My primary goal is endurance, and I aim to reach a target weight of 72 kg. I am a advanced at the gym. ",user_profile
Had tuna salad with mixed greens and balsamic dressing for lunch.,store_log
"I am a 54-year-old male with a height of 196 cm and a weight of 91 kg. My primary goal is weight loss, and I aim to reach a target weight of 86 kg. I am a beginner at the gym. ",user_profile
